ds,county,y
2019-06-05,Davidson,206
2019-06-05,Durham,304
2019-06-05,Mecklenburg,1066
2019-06-05,Pitt,233
2019-06-06,Cabarrus,252
2019-06-06,Caldwell,131
2019-06-06,Davidson,217
2019-06-06,Durham,320
2019-06-06,Mecklenburg,1122
2019-06-06,Pitt,245
2019-06-07,Cabarrus,252
2019-06-07,Caldwell,131
2019-06-07,Davidson,217
2019-06-07,Durham,320
2019-06-07,Mecklenburg,1122
2019-06-07,Pitt,245
2019-06-08,Cabarrus,277
2019-06-08,Caldwell,144
2019-06-08,Davidson,238
2019-06-08,Durham,352
2019-06-08,Mecklenburg,1234
2019-06-08,Pitt,270
2019-06-09,Cabarrus,302
2019-06-09,Caldwell,157
2019-06-09,Davidson,260
2019-06-09,Durham,384
2019-06-09,Mecklenburg,1346
2019-06-09,Pitt,294
2019-06-10,Cabarrus,290
2019-06-10,Caldwell,150
2019-06-10,Davidson,249
2019-06-10,Durham,368
2019-06-10,Mecklenburg,1290
2019-06-10,Pitt,282
2019-06-11,Cabarrus,264
2019-06-11,Caldwell,137
2019-06-11,Davidson,228
2019-06-11,Durham,336
2019-06-11,Mecklenburg,1178
2019-06-11,Pitt,257
2019-06-12,Cabarrus,239
2019-06-12,Caldwell,124
2019-06-12,Davidson,206
2019-06-12,Durham,304
2019-06-12,Mecklenburg,1066
2019-06-12,Pitt,233
2019-06-13,Cabarrus,252
2019-06-13,Caldwell,131
2019-06-13,Davidson,217
2019-06-13,Durham,320
2019-06-13,Mecklenburg,1122
2019-06-13,Pitt,245
2019-06-14,Cabarrus,252
2019-06-14,Caldwell,131
2019-06-14,Davidson,217
2019-06-14,Durham,320
2019-06-14,Mecklenburg,1122
2019-06-14,Pitt,245
2019-06-15,Cabarrus,277
2019-06-15,Caldwell,144
2019-06-15,Davidson,238
2019-06-15,Durham,352
2019-06-15,Mecklenburg,1234
2019-06-15,Pitt,270
2019-06-16,Cabarrus,302
2019-06-16,Caldwell,157
2019-06-16,Davidson,260
2019-06-16,Durham,384
2019-06-16,Mecklenburg,1346
2019-06-16,Pitt,294
2019-06-17,Cabarrus,290
2019-06-17,Caldwell,150
2019-06-17,Davidson,249
2019-06-17,Durham,368
2019-06-17,Mecklenburg,1290
2019-06-17,Pitt,282
2019-06-18,Cabarrus,264
2019-06-18,Caldwell,137
2019-06-18,Davidson,228
2019-06-18,Durham,336
2019-06-18,Mecklenburg,1178
2019-06-18,Pitt,257
2019-06-19,Cabarrus,239
2019-06-19,Caldwell,124
2019-06-19,Davidson,206
2019-06-19,Durham,304
2019-06-19,Mecklenburg,1066
2019-06-19,Pitt,233
2019-06-20,Cabarrus,252
2019-06-20,Caldwell,131
2019-06-20,Davidson,217
2019-06-20,Durham,320
2019-06-20,Mecklenburg,1122
2019-06-20,Pitt,245
2019-06-21,Cabarrus,252
2019-06-21,Caldwell,131
2019-06-21,Davidson,217
2019-06-21,Durham,320
2019-06-21,Mecklenburg,1122
2019-06-21,Pitt,245
2019-06-22,Cabarrus,277
2019-06-22,Caldwell,144
2019-06-22,Davidson,238
2019-06-22,Durham,352
2019-06-22,Mecklenburg,1234
2019-06-22,Pitt,270
2019-06-23,Cabarrus,302
2019-06-23,Caldwell,157
2019-06-23,Davidson,260
2019-06-23,Durham,384
2019-06-23,Mecklenburg,1346
2019-06-23,Pitt,294
2019-06-24,Cabarrus,290
2019-06-24,Caldwell,150
2019-06-24,Davidson,249
2019-06-24,Durham,368
2019-06-24,Mecklenburg,1290
2019-06-24,Pitt,282
2019-06-25,Cabarrus,264
2019-06-25,Caldwell,137
2019-06-25,Davidson,228
2019-06-25,Durham,336
2019-06-25,Mecklenburg,1178
2019-06-25,Pitt,257
2019-06-26,Cabarrus,239
2019-06-26,Caldwell,124
2019-06-26,Davidson,206
2019-06-26,Durham,304
2019-06-26,Mecklenburg,1066
2019-06-26,Pitt,233
2019-06-27,Cabarrus,252
2019-06-27,Caldwell,131
2019-06-27,Davidson,217
2019-06-27,Durham,320
2019-06-27,Mecklenburg,1122
2019-06-27,Pitt,245
2019-06-28,Cabarrus,252
2019-06-28,Caldwell,131
2019-06-28,Davidson,217
2019-06-28,Durham,320
2019-06-28,Mecklenburg,1122
2019-06-28,Pitt,245
2019-06-29,Cabarrus,277
2019-06-29,Caldwell,144
2019-06-29,Davidson,238
2019-06-29,Durham,352
2019-06-29,Mecklenburg,1234
2019-06-29,Pitt,270
2019-06-30,Cabarrus,302
2019-06-30,Caldwell,157
2019-06-30,Davidson,260
2019-06-30,Durham,384
2019-06-30,Mecklenburg,1346
2019-06-30,Pitt,294
2019-07-01,Cabarrus,279
2019-07-01,Caldwell,151
2019-07-01,Davidson,256
2019-07-01,Durham,358
2019-07-01,Mecklenburg,1285
2019-07-01,Pitt,287
2019-07-02,Cabarrus,255
2019-07-02,Caldwell,138
2019-07-02,Davidson,234
2019-07-02,Durham,327
2019-07-02,Mecklenburg,1173
2019-07-02,Pitt,262
2019-07-03,Cabarrus,231
2019-07-03,Caldwell,124
2019-07-03,Davidson,212
2019-07-03,Durham,296
2019-07-03,Mecklenburg,1062
2019-07-03,Pitt,237
2019-07-04,Cabarrus,243
2019-07-04,Caldwell,131
2019-07-04,Davidson,223
2019-07-04,Durham,312
2019-07-04,Mecklenburg,1117
2019-07-04,Pitt,249
2019-07-05,Cabarrus,243
2019-07-05,Caldwell,131
2019-07-05,Davidson,223
2019-07-05,Durham,312
2019-07-05,Mecklenburg,1117
2019-07-05,Pitt,249
2019-07-06,Cabarrus,267
2019-07-06,Caldwell,144
2019-07-06,Davidson,245
2019-07-06,Durham,343
2019-07-06,Mecklenburg,1229
2019-07-06,Pitt,274
2019-07-07,Cabarrus,291
2019-07-07,Caldwell,157
2019-07-07,Davidson,267
2019-07-07,Durham,374
2019-07-07,Mecklenburg,1341
2019-07-07,Pitt,299
2019-07-08,Cabarrus,279
2019-07-08,Caldwell,151
2019-07-08,Davidson,256
2019-07-08,Durham,358
2019-07-08,Mecklenburg,1285
2019-07-08,Pitt,287
2019-07-09,Cabarrus,255
2019-07-09,Caldwell,138
2019-07-09,Davidson,234
2019-07-09,Durham,327
2019-07-09,Mecklenburg,1173
2019-07-09,Pitt,262
2019-07-10,Cabarrus,231
2019-07-10,Caldwell,124
2019-07-10,Davidson,212
2019-07-10,Durham,296
2019-07-10,Mecklenburg,1062
2019-07-10,Pitt,237
2019-07-11,Cabarrus,243
2019-07-11,Caldwell,131
2019-07-11,Davidson,223
2019-07-11,Durham,312
2019-07-11,Mecklenburg,1117
2019-07-11,Pitt,249
2019-07-12,Cabarrus,243
2019-07-12,Caldwell,131
2019-07-12,Davidson,223
2019-07-12,Durham,312
2019-07-12,Mecklenburg,1117
2019-07-12,Pitt,249
2019-07-13,Cabarrus,267
2019-07-13,Caldwell,144
2019-07-13,Davidson,245
2019-07-13,Durham,343
2019-07-13,Mecklenburg,1229
2019-07-13,Pitt,274
2019-07-14,Cabarrus,291
2019-07-14,Caldwell,157
2019-07-14,Davidson,267
2019-07-14,Durham,374
2019-07-14,Mecklenburg,1341
2019-07-14,Pitt,299
2019-07-15,Cabarrus,279
2019-07-15,Caldwell,151
2019-07-15,Davidson,256
2019-07-15,Durham,358
2019-07-15,Mecklenburg,1285
2019-07-15,Pitt,287
2019-07-16,Cabarrus,255
2019-07-16,Caldwell,138
2019-07-16,Davidson,234
2019-07-16,Durham,327
2019-07-16,Mecklenburg,1173
2019-07-16,Pitt,262
2019-07-17,Cabarrus,231
2019-07-17,Caldwell,124
2019-07-17,Davidson,212
2019-07-17,Durham,296
2019-07-17,Mecklenburg,1062
2019-07-17,Pitt,237
2019-07-18,Cabarrus,243
2019-07-18,Caldwell,131
2019-07-18,Davidson,223
2019-07-18,Durham,312
2019-07-18,Mecklenburg,1117
2019-07-18,Pitt,249
2019-07-19,Cabarrus,243
2019-07-19,Caldwell,131
2019-07-19,Davidson,223
2019-07-19,Durham,312
2019-07-19,Mecklenburg,1117
2019-07-19,Pitt,249
2019-07-20,Cabarrus,267
2019-07-20,Caldwell,144
2019-07-20,Davidson,245
2019-07-20,Durham,343
2019-07-20,Mecklenburg,1229
2019-07-20,Pitt,274
2019-07-21,Cabarrus,291
2019-07-21,Caldwell,157
2019-07-21,Davidson,267
2019-07-21,Durham,374
2019-07-21,Mecklenburg,1341
2019-07-21,Pitt,299
2019-07-22,Cabarrus,279
2019-07-22,Caldwell,151
2019-07-22,Davidson,256
2019-07-22,Durham,358
2019-07-22,Mecklenburg,1285
2019-07-22,Pitt,287
2019-07-23,Cabarrus,255
2019-07-23,Caldwell,138
2019-07-23,Davidson,234
2019-07-23,Durham,327
2019-07-23,Mecklenburg,1173
2019-07-23,Pitt,262
2019-07-24,Cabarrus,231
2019-07-24,Caldwell,124
2019-07-24,Davidson,212
2019-07-24,Durham,296
2019-07-24,Mecklenburg,1062
2019-07-24,Pitt,237
2019-07-25,Cabarrus,243
2019-07-25,Caldwell,131
2019-07-25,Davidson,223
2019-07-25,Durham,312
2019-07-25,Mecklenburg,1117
2019-07-25,Pitt,249
2019-07-26,Cabarrus,243
2019-07-26,Caldwell,131
2019-07-26,Davidson,223
2019-07-26,Durham,312
2019-07-26,Mecklenburg,1117
2019-07-26,Pitt,249
2019-07-27,Cabarrus,267
2019-07-27,Caldwell,144
2019-07-27,Davidson,245
2019-07-27,Durham,343
2019-07-27,Mecklenburg,1229
2019-07-27,Pitt,274
2019-07-28,Cabarrus,291
2019-07-28,Caldwell,157
2019-07-28,Davidson,267
2019-07-28,Durham,374
2019-07-28,Mecklenburg,1341
2019-07-28,Pitt,299
2019-07-29,Cabarrus,279
2019-07-29,Caldwell,151
2019-07-29,Davidson,256
2019-07-29,Durham,358
2019-07-29,Mecklenburg,1285
2019-07-29,Pitt,287
2019-07-30,Cabarrus,255
2019-07-30,Caldwell,138
2019-07-30,Davidson,234
2019-07-30,Durham,327
2019-07-30,Mecklenburg,1173
2019-07-30,Pitt,262
2019-07-31,Cabarrus,231
2019-07-31,Caldwell,124
2019-07-31,Davidson,212
2019-07-31,Durham,296
2019-07-31,Mecklenburg,1062
2019-07-31,Pitt,237
2019-08-01,Cabarrus,242
2019-08-01,Caldwell,124
2019-08-01,Davidson,217
2019-08-01,Durham,313
2019-08-01,Mecklenburg,1100
2019-08-01,Pitt,254
2019-08-02,Cabarrus,242
2019-08-02,Caldwell,124
2019-08-02,Davidson,217
2019-08-02,Durham,313
2019-08-02,Mecklenburg,1100
2019-08-02,Pitt,254
2019-08-03,Cabarrus,266
2019-08-03,Caldwell,136
2019-08-03,Davidson,239
2019-08-03,Durham,345
2019-08-03,Mecklenburg,1210
2019-08-03,Pitt,279
2019-08-04,Cabarrus,290
2019-08-04,Caldwell,148
2019-08-04,Davidson,261
2019-08-04,Durham,376
2019-08-04,Mecklenburg,1320
2019-08-04,Pitt,305
2019-08-05,Cabarrus,278
2019-08-05,Caldwell,142
2019-08-05,Davidson,250
2019-08-05,Durham,360
2019-08-05,Mecklenburg,1265
2019-08-05,Pitt,292
2019-08-06,Cabarrus,254
2019-08-06,Caldwell,130
2019-08-06,Davidson,228
2019-08-06,Durham,329
2019-08-06,Mecklenburg,1155
2019-08-06,Pitt,266
2019-08-07,Cabarrus,230
2019-08-07,Caldwell,117
2019-08-07,Davidson,206
2019-08-07,Durham,298
2019-08-07,Mecklenburg,1045
2019-08-07,Pitt,241
2019-08-08,Cabarrus,242
2019-08-08,Caldwell,124
2019-08-08,Davidson,217
2019-08-08,Durham,313
2019-08-08,Mecklenburg,1100
2019-08-08,Pitt,254
2019-08-09,Cabarrus,242
2019-08-09,Caldwell,124
2019-08-09,Davidson,217
2019-08-09,Durham,313
2019-08-09,Mecklenburg,1100
2019-08-09,Pitt,254
2019-08-10,Cabarrus,266
2019-08-10,Caldwell,136
2019-08-10,Davidson,239
2019-08-10,Durham,345
2019-08-10,Mecklenburg,1210
2019-08-10,Pitt,279
2019-08-11,Cabarrus,290
2019-08-11,Caldwell,148
2019-08-11,Davidson,261
2019-08-11,Durham,376
2019-08-11,Mecklenburg,1320
2019-08-11,Pitt,305
2019-08-12,Cabarrus,278
2019-08-12,Caldwell,142
2019-08-12,Davidson,250
2019-08-12,Durham,360
2019-08-12,Mecklenburg,1265
2019-08-12,Pitt,292
2019-08-13,Cabarrus,254
2019-08-13,Caldwell,130
2019-08-13,Davidson,228
2019-08-13,Durham,329
2019-08-13,Mecklenburg,1155
2019-08-13,Pitt,266
2019-08-14,Cabarrus,230
2019-08-14,Caldwell,117
2019-08-14,Davidson,206
2019-08-14,Durham,298
2019-08-14,Mecklenburg,1045
2019-08-14,Pitt,241
2019-08-15,Cabarrus,242
2019-08-15,Caldwell,124
2019-08-15,Davidson,217
2019-08-15,Durham,313
2019-08-15,Mecklenburg,1100
2019-08-15,Pitt,254
2019-08-16,Cabarrus,242
2019-08-16,Caldwell,124
2019-08-16,Davidson,217
2019-08-16,Durham,313
2019-08-16,Mecklenburg,1100
2019-08-16,Pitt,254
2019-08-17,Cabarrus,266
2019-08-17,Caldwell,136
2019-08-17,Davidson,239
2019-08-17,Durham,345
2019-08-17,Mecklenburg,1210
2019-08-17,Pitt,279
2019-08-18,Cabarrus,290
2019-08-18,Caldwell,148
2019-08-18,Davidson,261
2019-08-18,Durham,376
2019-08-18,Mecklenburg,1320
2019-08-18,Pitt,305
2019-08-19,Cabarrus,278
2019-08-19,Caldwell,142
2019-08-19,Davidson,250
2019-08-19,Durham,360
2019-08-19,Mecklenburg,1265
2019-08-19,Pitt,292
2019-08-20,Cabarrus,254
2019-08-20,Caldwell,130
2019-08-20,Davidson,228
2019-08-20,Durham,329
2019-08-20,Mecklenburg,1155
2019-08-20,Pitt,266
2019-08-21,Cabarrus,230
2019-08-21,Caldwell,117
2019-08-21,Davidson,206
2019-08-21,Durham,298
2019-08-21,Mecklenburg,1045
2019-08-21,Pitt,241
2019-08-22,Cabarrus,242
2019-08-22,Caldwell,124
2019-08-22,Davidson,217
2019-08-22,Durham,313
2019-08-22,Mecklenburg,1100
2019-08-22,Pitt,254
2019-08-23,Cabarrus,242
2019-08-23,Caldwell,124
2019-08-23,Davidson,217
2019-08-23,Durham,313
2019-08-23,Mecklenburg,1100
2019-08-23,Pitt,254
2019-08-24,Cabarrus,266
2019-08-24,Caldwell,136
2019-08-24,Davidson,239
2019-08-24,Durham,345
2019-08-24,Mecklenburg,1210
2019-08-24,Pitt,279
2019-08-25,Cabarrus,290
2019-08-25,Caldwell,148
2019-08-25,Davidson,261
2019-08-25,Durham,376
2019-08-25,Mecklenburg,1320
2019-08-25,Pitt,305
2019-08-26,Cabarrus,278
2019-08-26,Caldwell,142
2019-08-26,Davidson,250
2019-08-26,Durham,360
2019-08-26,Mecklenburg,1265
2019-08-26,Pitt,292
2019-08-27,Cabarrus,254
2019-08-27,Caldwell,130
2019-08-27,Davidson,228
2019-08-27,Durham,329
2019-08-27,Mecklenburg,1155
2019-08-27,Pitt,266
2019-08-28,Cabarrus,230
2019-08-28,Caldwell,117
2019-08-28,Davidson,206
2019-08-28,Durham,298
2019-08-28,Mecklenburg,1045
2019-08-28,Pitt,241
2019-08-29,Cabarrus,242
2019-08-29,Caldwell,124
2019-08-29,Davidson,217
2019-08-29,Durham,313
2019-08-29,Mecklenburg,1100
2019-08-29,Pitt,254
2019-08-30,Cabarrus,242
2019-08-30,Caldwell,124
2019-08-30,Davidson,217
2019-08-30,Durham,313
2019-08-30,Mecklenburg,1100
2019-08-30,Pitt,254
2019-08-31,Cabarrus,266
2019-08-31,Caldwell,136
2019-08-31,Davidson,239
2019-08-31,Durham,345
2019-08-31,Mecklenburg,1210
2019-08-31,Pitt,279
2019-09-01,Cabarrus,313
2019-09-01,Caldwell,159
2019-09-01,Davidson,282
2019-09-01,Durham,391
2019-09-01,Mecklenburg,1422
2019-09-01,Pitt,329
2019-09-02,Cabarrus,300
2019-09-02,Caldwell,153
2019-09-02,Davidson,271
2019-09-02,Durham,375
2019-09-02,Mecklenburg,1363
2019-09-02,Pitt,315
2019-09-03,Cabarrus,274
2019-09-03,Caldwell,139
2019-09-03,Davidson,247
2019-09-03,Durham,343
2019-09-03,Mecklenburg,1244
2019-09-03,Pitt,288
2019-09-04,Cabarrus,248
2019-09-04,Caldwell,126
2019-09-04,Davidson,224
2019-09-04,Durham,310
2019-09-04,Mecklenburg,1126
2019-09-04,Pitt,261
2019-09-05,Cabarrus,261
2019-09-05,Caldwell,133
2019-09-05,Davidson,235
2019-09-05,Durham,326
2019-09-05,Mecklenburg,1185
2019-09-05,Pitt,274
2019-09-06,Cabarrus,261
2019-09-06,Caldwell,133
2019-09-06,Davidson,235
2019-09-06,Durham,326
2019-09-06,Mecklenburg,1185
2019-09-06,Pitt,274
2019-09-07,Cabarrus,287
2019-09-07,Caldwell,146
2019-09-07,Davidson,259
2019-09-07,Durham,359
2019-09-07,Mecklenburg,1303
2019-09-07,Pitt,302
2019-09-08,Cabarrus,313
2019-09-08,Caldwell,159
2019-09-08,Davidson,282
2019-09-08,Durham,391
2019-09-08,Mecklenburg,1422
2019-09-08,Pitt,329
2019-09-09,Cabarrus,300
2019-09-09,Caldwell,153
2019-09-09,Davidson,271
2019-09-09,Durham,375
2019-09-09,Mecklenburg,1363
2019-09-09,Pitt,315
2019-09-10,Cabarrus,274
2019-09-10,Caldwell,139
2019-09-10,Davidson,247
2019-09-10,Durham,343
2019-09-10,Mecklenburg,1244
2019-09-10,Pitt,288
2019-09-11,Cabarrus,248
2019-09-11,Caldwell,126
2019-09-11,Davidson,224
2019-09-11,Durham,310
2019-09-11,Mecklenburg,1126
2019-09-11,Pitt,261
2019-09-12,Cabarrus,261
2019-09-12,Caldwell,133
2019-09-12,Davidson,235
2019-09-12,Durham,326
2019-09-12,Mecklenburg,1185
2019-09-12,Pitt,274
2019-09-13,Cabarrus,261
2019-09-13,Caldwell,133
2019-09-13,Davidson,235
2019-09-13,Durham,326
2019-09-13,Mecklenburg,1185
2019-09-13,Pitt,274
2019-09-14,Cabarrus,287
2019-09-14,Caldwell,146
2019-09-14,Davidson,259
2019-09-14,Durham,359
2019-09-14,Mecklenburg,1303
2019-09-14,Pitt,302
2019-09-15,Cabarrus,313
2019-09-15,Caldwell,159
2019-09-15,Davidson,282
2019-09-15,Durham,391
2019-09-15,Mecklenburg,1422
2019-09-15,Pitt,329
2019-09-16,Cabarrus,300
2019-09-16,Caldwell,153
2019-09-16,Davidson,271
2019-09-16,Durham,375
2019-09-16,Mecklenburg,1363
2019-09-16,Pitt,315
2019-09-17,Cabarrus,274
2019-09-17,Caldwell,139
2019-09-17,Davidson,247
2019-09-17,Durham,343
2019-09-17,Mecklenburg,1244
2019-09-17,Pitt,288
2019-09-18,Cabarrus,248
2019-09-18,Caldwell,126
2019-09-18,Davidson,224
2019-09-18,Durham,310
2019-09-18,Mecklenburg,1126
2019-09-18,Pitt,261
2019-09-19,Cabarrus,261
2019-09-19,Caldwell,133
2019-09-19,Davidson,235
2019-09-19,Durham,326
2019-09-19,Mecklenburg,1185
2019-09-19,Pitt,274
2019-09-20,Cabarrus,261
2019-09-20,Caldwell,133
2019-09-20,Davidson,235
2019-09-20,Durham,326
2019-09-20,Mecklenburg,1185
2019-09-20,Pitt,274
2019-09-21,Cabarrus,287
2019-09-21,Caldwell,146
2019-09-21,Davidson,259
2019-09-21,Durham,359
2019-09-21,Mecklenburg,1303
2019-09-21,Pitt,302
2019-09-22,Cabarrus,313
2019-09-22,Caldwell,159
2019-09-22,Davidson,282
2019-09-22,Durham,391
2019-09-22,Mecklenburg,1422
2019-09-22,Pitt,329
2019-09-23,Cabarrus,300
2019-09-23,Caldwell,153
2019-09-23,Davidson,271
2019-09-23,Durham,375
2019-09-23,Mecklenburg,1363
2019-09-23,Pitt,315
2019-09-24,Cabarrus,274
2019-09-24,Caldwell,139
2019-09-24,Davidson,247
2019-09-24,Durham,343
2019-09-24,Mecklenburg,1244
2019-09-24,Pitt,288
2019-09-25,Cabarrus,248
2019-09-25,Caldwell,126
2019-09-25,Davidson,224
2019-09-25,Durham,310
2019-09-25,Mecklenburg,1126
2019-09-25,Pitt,261
2019-09-26,Cabarrus,261
2019-09-26,Caldwell,133
2019-09-26,Davidson,235
2019-09-26,Durham,326
2019-09-26,Mecklenburg,1185
2019-09-26,Pitt,274
2019-09-27,Cabarrus,261
2019-09-27,Caldwell,133
2019-09-27,Davidson,235
2019-09-27,Durham,326
2019-09-27,Mecklenburg,1185
2019-09-27,Pitt,274
2019-09-28,Cabarrus,287
2019-09-28,Caldwell,146
2019-09-28,Davidson,259
2019-09-28,Durham,359
2019-09-28,Mecklenburg,1303
2019-09-28,Pitt,302
2019-09-29,Cabarrus,313
2019-09-29,Caldwell,159
2019-09-29,Davidson,282
2019-09-29,Durham,391
2019-09-29,Mecklenburg,1422
2019-09-29,Pitt,329
2019-09-30,Cabarrus,300
2019-09-30,Caldwell,153
2019-09-30,Davidson,271
2019-09-30,Durham,375
2019-09-30,Mecklenburg,1363
2019-09-30,Pitt,315
2019-10-01,Cabarrus,266
2019-10-01,Caldwell,135
2019-10-01,Davidson,230
2019-10-01,Durham,328
2019-10-01,Mecklenburg,1187
2019-10-01,Pitt,285
2019-10-02,Cabarrus,241
2019-10-02,Caldwell,122
2019-10-02,Davidson,208
2019-10-02,Durham,297
2019-10-02,Mecklenburg,1074
2019-10-02,Pitt,258
2019-10-03,Cabarrus,253
2019-10-03,Caldwell,129
2019-10-03,Davidson,219
2019-10-03,Durham,312
2019-10-03,Mecklenburg,1130
2019-10-03,Pitt,272
2019-10-04,Cabarrus,253
2019-10-04,Caldwell,129
2019-10-04,Davidson,219
2019-10-04,Durham,312
2019-10-04,Mecklenburg,1130
2019-10-04,Pitt,272
2019-10-05,Cabarrus,279
2019-10-05,Caldwell,142
2019-10-05,Davidson,241
2019-10-05,Durham,343
2019-10-05,Mecklenburg,1243
2019-10-05,Pitt,299
2019-10-06,Cabarrus,304
2019-10-06,Caldwell,154
2019-10-06,Davidson,263
2019-10-06,Durham,375
2019-10-06,Mecklenburg,1356
2019-10-06,Pitt,326
2019-10-07,Cabarrus,291
2019-10-07,Caldwell,148
2019-10-07,Davidson,252
2019-10-07,Durham,359
2019-10-07,Mecklenburg,1300
2019-10-07,Pitt,312
2019-10-08,Cabarrus,266
2019-10-08,Caldwell,135
2019-10-08,Davidson,230
2019-10-08,Durham,328
2019-10-08,Mecklenburg,1187
2019-10-08,Pitt,285
2019-10-09,Cabarrus,241
2019-10-09,Caldwell,122
2019-10-09,Davidson,208
2019-10-09,Durham,297
2019-10-09,Mecklenburg,1074
2019-10-09,Pitt,258
2019-10-10,Cabarrus,253
2019-10-10,Caldwell,129
2019-10-10,Davidson,219
2019-10-10,Durham,312
2019-10-10,Mecklenburg,1130
2019-10-10,Pitt,272
2019-10-11,Cabarrus,253
2019-10-11,Caldwell,129
2019-10-11,Davidson,219
2019-10-11,Durham,312
2019-10-11,Mecklenburg,1130
2019-10-11,Pitt,272
2019-10-12,Cabarrus,279
2019-10-12,Caldwell,142
2019-10-12,Davidson,241
2019-10-12,Durham,343
2019-10-12,Mecklenburg,1243
2019-10-12,Pitt,299
2019-10-13,Cabarrus,304
2019-10-13,Caldwell,154
2019-10-13,Davidson,263
2019-10-13,Durham,375
2019-10-13,Mecklenburg,1356
2019-10-13,Pitt,326
2019-10-14,Cabarrus,291
2019-10-14,Caldwell,148
2019-10-14,Davidson,252
2019-10-14,Durham,359
2019-10-14,Mecklenburg,1300
2019-10-14,Pitt,312
2019-10-15,Cabarrus,266
2019-10-15,Caldwell,135
2019-10-15,Davidson,230
2019-10-15,Durham,328
2019-10-15,Mecklenburg,1187
2019-10-15,Pitt,285
2019-10-16,Cabarrus,241
2019-10-16,Caldwell,122
2019-10-16,Davidson,208
2019-10-16,Durham,297
2019-10-16,Mecklenburg,1074
2019-10-16,Pitt,258
2019-10-17,Cabarrus,253
2019-10-17,Caldwell,129
2019-10-17,Davidson,219
2019-10-17,Durham,312
2019-10-17,Mecklenburg,1130
2019-10-17,Pitt,272
2019-10-18,Cabarrus,253
2019-10-18,Caldwell,129
2019-10-18,Davidson,219
2019-10-18,Durham,312
2019-10-18,Mecklenburg,1130
2019-10-18,Pitt,272
2019-10-19,Cabarrus,279
2019-10-19,Caldwell,142
2019-10-19,Davidson,241
2019-10-19,Durham,343
2019-10-19,Mecklenburg,1243
2019-10-19,Pitt,299
2019-10-20,Cabarrus,304
2019-10-20,Caldwell,154
2019-10-20,Davidson,263
2019-10-20,Durham,375
2019-10-20,Mecklenburg,1356
2019-10-20,Pitt,326
2019-10-21,Cabarrus,291
2019-10-21,Caldwell,148
2019-10-21,Davidson,252
2019-10-21,Durham,359
2019-10-21,Mecklenburg,1300
2019-10-21,Pitt,312
2019-10-22,Cabarrus,266
2019-10-22,Caldwell,135
2019-10-22,Davidson,230
2019-10-22,Durham,328
2019-10-22,Mecklenburg,1187
2019-10-22,Pitt,285
2019-10-23,Cabarrus,241
2019-10-23,Caldwell,122
2019-10-23,Davidson,208
2019-10-23,Durham,297
2019-10-23,Mecklenburg,1074
2019-10-23,Pitt,258
2019-10-24,Cabarrus,253
2019-10-24,Caldwell,129
2019-10-24,Davidson,219
2019-10-24,Durham,312
2019-10-24,Mecklenburg,1130
2019-10-24,Pitt,272
2019-10-25,Cabarrus,253
2019-10-25,Caldwell,129
2019-10-25,Davidson,219
2019-10-25,Durham,312
2019-10-25,Mecklenburg,1130
2019-10-25,Pitt,272
2019-10-26,Cabarrus,279
2019-10-26,Caldwell,142
2019-10-26,Davidson,241
2019-10-26,Durham,343
2019-10-26,Mecklenburg,1243
2019-10-26,Pitt,299
2019-10-27,Cabarrus,304
2019-10-27,Caldwell,154
2019-10-27,Davidson,263
2019-10-27,Durham,375
2019-10-27,Mecklenburg,1356
2019-10-27,Pitt,326
2019-10-28,Cabarrus,291
2019-10-28,Caldwell,148
2019-10-28,Davidson,252
2019-10-28,Durham,359
2019-10-28,Mecklenburg,1300
2019-10-28,Pitt,312
2019-10-29,Cabarrus,266
2019-10-29,Caldwell,135
2019-10-29,Davidson,230
2019-10-29,Durham,328
2019-10-29,Mecklenburg,1187
2019-10-29,Pitt,285
2019-10-30,Cabarrus,241
2019-10-30,Caldwell,122
2019-10-30,Davidson,208
2019-10-30,Durham,297
2019-10-30,Mecklenburg,1074
2019-10-30,Pitt,258
2019-10-31,Cabarrus,253
2019-10-31,Caldwell,129
2019-10-31,Davidson,219
2019-10-31,Durham,312
2019-10-31,Mecklenburg,1130
2019-10-31,Pitt,272
2019-11-01,Cabarrus,244
2019-11-01,Caldwell,123
2019-11-01,Davidson,207
2019-11-01,Durham,297
2019-11-01,Mecklenburg,1080
2019-11-01,Pitt,255
2019-11-02,Cabarrus,268
2019-11-02,Caldwell,135
2019-11-02,Davidson,228
2019-11-02,Durham,327
2019-11-02,Mecklenburg,1188
2019-11-02,Pitt,280
2019-11-03,Cabarrus,292
2019-11-03,Caldwell,147
2019-11-03,Davidson,249
2019-11-03,Durham,357
2019-11-03,Mecklenburg,1296
2019-11-03,Pitt,306
2019-11-04,Cabarrus,280
2019-11-04,Caldwell,141
2019-11-04,Davidson,239
2019-11-04,Durham,342
2019-11-04,Mecklenburg,1242
2019-11-04,Pitt,293
2019-11-05,Cabarrus,256
2019-11-05,Caldwell,129
2019-11-05,Davidson,218
2019-11-05,Durham,312
2019-11-05,Mecklenburg,1134
2019-11-05,Pitt,268
2019-11-06,Cabarrus,231
2019-11-06,Caldwell,117
2019-11-06,Davidson,197
2019-11-06,Durham,283
2019-11-06,Mecklenburg,1026
2019-11-06,Pitt,242
2019-11-07,Cabarrus,244
2019-11-07,Caldwell,123
2019-11-07,Davidson,207
2019-11-07,Durham,297
